tth,counts
17.25055374,254
17.2768143,263
17.30307487,287
17.32933543,257
17.355596,264
17.38185656,274
17.40811713,283
17.43437769,264
17.46063826,284
17.48689882,279
17.51315939,281
17.53941996,233
17.56568052,248
17.59194109,276
17.61820165,248
17.64446222,274
17.67072278,249
17.69698335,230
17.72324391,309
17.74950448,273
17.77576504,261
17.80202561,286
17.82828617,291
17.85454674,296
17.8808073,268
17.90706787,290
17.93332844,232
17.959589,274
17.98584957,251
18.01211013,239
18.0383707,261
18.06463126,263
18.09089183,238
18.11715239,234
18.14341296,274
18.16967352,245
18.19593409,261
18.22219465,280
18.24845522,247
18.27471579,247
18.30097635,248
18.32723692,249
18.35349748,263
18.37975805,252
18.40601861,269
18.43227918,230
18.45853974,261
18.48480031,215
18.51106087,268
18.53732144,258
18.563582,244
18.58984257,271
18.61610313,249
18.6423637,298
18.66862427,243
18.69488483,252
18.7211454,262
18.74740596,273
18.77366653,257
18.79992709,283
18.82618766,248
18.85244822,247
18.87870879,276
18.90496935,287
18.93122992,267
18.95749048,282
18.98375105,316
19.01001162,309
19.03627218,304
19.06253275,356
19.08879331,292
19.11505388,340
19.14131444,390
19.16757501,392
19.19383557,386
19.22009614,428
19.2463567,403
19.27261727,400
19.29887783,413
19.3251384,405
19.35139896,416
19.37765953,370
19.4039201,373
19.43018066,348
19.45644123,310
19.48270179,304
19.50896236,315
19.53522292,293
19.56148349,308
19.58774405,322
19.61400462,331
19.64026518,367
19.66652575,393
19.69278631,370
19.71904688,421
19.74530745,497
19.77156801,563
19.79782858,643
19.82408914,787
19.85034971,874
19.87661027,924
19.90287084,913
19.9291314,841
19.95539197,677
19.98165253,571
20.0079131,411
20.03417366,392
20.06043423,321
20.08669479,327
20.11295536,292
20.13921593,253
20.16547649,280
20.19173706,257
20.21799762,260
20.24425819,246
20.27051875,270
20.29677932,232
20.32303988,252
20.34930045,271
20.37556101,275
20.40182158,225
20.42808214,251
20.45434271,245
20.48060328,236
20.50686384,241
20.53312441,255
20.55938497,242
20.58564554,250
20.6119061,234
20.63816667,240
20.66442723,271
20.6906878,260
20.71694836,265
20.74320893,241
20.76946949,250
20.79573006,266
20.82199062,270
20.84825119,292
20.87451176,287
20.90077232,294
20.92703289,310
20.95329345,338
20.97955402,368
21.00581458,398
21.03207515,509
21.05833571,583
21.08459628,727
21.11085684,919
21.13711741,1239
21.16337797,1490
21.18963854,1852
21.2158991,2093
21.24215967,1983
21.26842024,1587
21.2946808,1201
21.32094137,893
21.34720193,602
21.3734625,532
21.39972306,459
21.42598363,429
21.45224419,411
21.47850476,404
21.50476532,428
21.53102589,457
21.55728645,460
21.58354702,473
21.60980759,540
