tth,counts
8.952215083,468
8.978475649,530
9.004736214,456
9.030996779,471
9.057257345,488
9.08351791,446
9.109778475,489
9.136039041,501
9.162299606,478
9.188560172,519
9.214820737,459
9.241081302,472
9.267341868,457
9.293602433,498
9.319862998,490
9.346123564,434
9.372384129,473
9.398644694,434
9.42490526,469
9.451165825,458
9.47742639,474
9.503686956,480
9.529947521,475
9.556208087,454
9.582468652,446
9.608729217,444
9.634989783,425
9.661250348,453
9.687510913,454
9.713771479,438
9.740032044,452
9.766292609,437
9.792553175,472
9.81881374,460
9.845074305,432
9.871334871,446
9.897595436,430
9.923856002,455
9.950116567,467
9.976377132,440
10.0026377,461
10.02889826,419
10.05515883,445
10.08141939,442
10.10767996,436
10.13394052,458
10.16020109,436
10.18646166,440
10.21272222,440
10.23898279,458
10.26524335,436
10.29150392,416
10.31776448,401
10.34402505,399
10.37028561,420
10.39654618,445
10.42280674,454
10.44906731,388
10.47532787,447
10.50158844,463
10.52784901,416
10.55410957,445
10.58037014,430
10.6066307,416
10.63289127,435
10.65915183,442
10.6854124,430
10.71167296,445
10.73793353,430
10.76419409,418
10.79045466,439
10.81671522,444
10.84297579,446
10.86923635,418
10.89549692,399
10.92175749,408
10.94801805,451
10.97427862,428
11.00053918,388
11.02679975,417
11.05306031,419
11.07932088,438
11.10558144,404
11.13184201,400
11.15810257,383
11.18436314,424
11.2106237,440
11.23688427,401
11.26314484,394
11.2894054,389
11.31566597,420
11.34192653,382
11.3681871,397
11.39444766,418
11.42070823,391
11.44696879,420
11.47322936,394
11.49948992,402
11.52575049,390
11.55201105,400
11.57827162,386
11.60453218,387
11.63079275,381
11.65705332,399
11.68331388,363
11.70957445,399
11.73583501,388
11.76209558,377
11.78835614,369
11.81461671,349
11.84087727,423
11.86713784,349
11.8933984,378
11.91965897,364
11.94591953,339
11.9721801,379
11.99844067,413
12.02470123,386
12.0509618,376
12.07722236,360
12.10348293,379
12.12974349,408
12.15600406,387
12.18226462,384
12.20852519,373
12.23478575,353
12.26104632,335
12.28730688,366
12.31356745,335
12.33982801,380
12.36608858,362
12.39234915,370
12.41860971,372
12.44487028,349
12.47113084,353
12.49739141,369
12.52365197,368
12.54991254,354
12.5761731,355
12.60243367,357
12.62869423,343
12.6549548,360
12.68121536,335
12.70747593,320
12.7337365,351
12.75999706,365
12.78625763,356
12.81251819,371
12.83877876,363
12.86503932,319
12.89129989,371
12.91756045,348
12.94382102,355
12.97008158,338
12.99634215,351
13.02260271,360
13.04886328,337
13.07512384,358
13.10138441,322
13.12764498,341
13.15390554,360
13.18016611,329
13.20642667,353
13.23268724,317
13.2589478,326
13.28520837,311
13.31146893,358
13.3377295,336
13.36399006,340
13.39025063,291
13.41651119,320
13.44277176,316
13.46903233,291
13.49529289,343
13.52155346,296
13.54781402,308
13.57407459,312
13.60033515,307
13.62659572,367
13.65285628,362
13.67911685,330
13.70537741,339
13.73163798,339
13.75789854,308
13.78415911,344
13.81041967,332
13.83668024,307
13.86294081,309
13.88920137,342
13.91546194,292
13.9417225,344
13.96798307,330
13.99424363,333
14.0205042,296
14.04676476,318
14.07302533,269
14.09928589,303
14.12554646,310
14.15180702,300
14.17806759,286
14.20432815,292
14.23058872,327
14.25684929,288
14.28310985,332
